SiteCode,Year,SpeciesCode,ReportItem,ReportItemName,Annual
RB7,2016,PM10,0,PM10 Particulates,-999
RB7,2016,PM10,1,Data capture rate (%):,87
RB7,2016,PM10,2,Hourly mean (ug/m3):,30
RB7,2016,PM10,3,Low days:,308
RB7,2016,PM10,4,Moderate days:,2
RB7,2016,PM10,5,High days:,0
RB7,2016,PM10,6,Very High days:,0
RB7,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),17
RB7,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),3
RB7,2016,PM10,7,Annual data capture rate (%):,87
RB7,2016,PM25,0,PM2.5 Particulates,-999
RB7,2016,PM25,1,Data capture rate (%):,38
RB7,2016,PM25,2,Hourly mean (ug/m3):,20.7
RB7,2016,PM25,3,Low days:,130
RB7,2016,PM25,4,Moderate days:,5
RB7,2016,PM25,5,High days:,0
RB7,2016,PM25,6,Very High days:,0
RB7,2016,PM25,7,Mean: (AQS Objective < 25ug/m3),12
RB7,2017,NO2,0,Nitrogen Dioxide,-999
RB7,2017,NO2,1,Data capture rate (%):,99
RB7,2017,NO2,2,Hourly max (ug/m3):,141.5
RB7,2017,NO2,3,Low days:,361
RB7,2017,NO2,4,Moderate days:,0
RB7,2017,NO2,5,High days:,0
RB7,2017,NO2,6,Very High days:,0
RB7,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),30
RB7,2017,NO2,7,Annual data capture rate (%):,99
RB7,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RB7,2017,O3,0,Ozone,-999
RB7,2017,O3,1,Data capture rate (%):,78
RB7,2017,O3,2,Rolling 8hr max (ug/m3):,164.2
RB7,2017,O3,3,Low days:,273
RB7,2017,O3,4,Moderate days:,9
RB7,2017,O3,5,High days:,0
RB7,2017,O3,6,Very High days:,0
RB7,2017,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),9
RB7,2017,O3,7,Annual data capture rate (%):,78
RB7,2017,PM10,0,PM10 Particulates,-999
RB7,2017,PM10,1,Data capture rate (%):,97
RB7,2017,PM10,2,Hourly mean (ug/m3):,27.9
RB7,2017,PM10,3,Low days:,347
RB7,2017,PM10,4,Moderate days:,2
RB7,2017,PM10,5,High days:,0
RB7,2017,PM10,6,Very High days:,0
RB7,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),16
RB7,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),2
RB7,2017,PM10,7,Annual data capture rate (%):,97
RB7,2017,PM25,0,PM2.5 Particulates,-999
RB7,2017,PM25,1,Data capture rate (%):,57
RB7,2017,PM25,2,Hourly mean (ug/m3):,28.3
RB7,2017,PM25,3,Low days:,196
RB7,2017,PM25,4,Moderate days:,2
RB7,2017,PM25,5,High days:,1
RB7,2017,PM25,6,Very High days:,2
RB7,2017,PM25,7,Mean: (AQS Objective < 25ug/m3),14
RB7,2018,NO2,0,Nitrogen Dioxide,-999
RB7,2018,NO2,1,Data capture rate (%):,97
RB7,2018,NO2,2,Hourly max (ug/m3):,182.4
RB7,2018,NO2,3,Low days:,349
RB7,2018,NO2,4,Moderate days:,0
RB7,2018,NO2,5,High days:,0
RB7,2018,NO2,6,Very High days:,0
RB7,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),31
RB7,2018,NO2,7,Annual data capture rate (%):,97
RB7,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RB7,2018,O3,0,Ozone,-999
RB7,2018,O3,1,Data capture rate (%):,89
RB7,2018,O3,2,Rolling 8hr max (ug/m3):,182.8
RB7,2018,O3,3,Low days:,300
RB7,2018,O3,4,Moderate days:,19
RB7,2018,O3,5,High days:,0
RB7,2018,O3,6,Very High days:,0
RB7,2018,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),19
RB7,2018,O3,7,Annual data capture rate (%):,89
RB7,2018,PM10,0,PM10 Particulates,-999
RB7,2018,PM10,1,Data capture rate (%):,87
RB7,2018,PM10,2,Hourly mean (ug/m3):,31.4
RB7,2018,PM10,3,Low days:,310
RB7,2018,PM10,4,Moderate days:,1
RB7,2018,PM10,5,High days:,0
RB7,2018,PM10,6,Very High days:,0
RB7,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),18
RB7,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
RB7,2018,PM10,7,Annual data capture rate (%):,87
RB7,2018,PM25,0,PM2.5 Particulates,-999
RB7,2018,PM25,1,Data capture rate (%):,20
RB7,2018,PM25,2,Hourly mean (ug/m3):,23.2
RB7,2018,PM25,3,Low days:,68
RB7,2018,PM25,4,Moderate days:,1
RB7,2018,PM25,5,High days:,1
RB7,2018,PM25,6,Very High days:,0
RB7,2018,PM25,7,Mean: (AQS Objective < 25ug/m3),12
RB7,2019,NO2,0,Nitrogen Dioxide,-999
RB7,2019,NO2,1,Data capture rate (%):,99
RB7,2019,NO2,2,Hourly max (ug/m3):,223.5
RB7,2019,NO2,3,Low days:,360
RB7,2019,NO2,4,Moderate days:,1
RB7,2019,NO2,5,High days:,0
RB7,2019,NO2,6,Very High days:,0
RB7,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),30
RB7,2019,NO2,7,Annual data capture rate (%):,99
RB7,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),1
RB7,2019,O3,0,Ozone,-999
RB7,2019,O3,1,Data capture rate (%):,91
RB7,2019,O3,2,Rolling 8hr max (ug/m3):,183.6
RB7,2019,O3,3,Low days:,313
RB7,2019,O3,4,Moderate days:,15
RB7,2019,O3,5,High days:,0
RB7,2019,O3,6,Very High days:,0
RB7,2019,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),15
RB7,2019,O3,7,Annual data capture rate (%):,91
RB7,2019,PM10,0,PM10 Particulates,-999
RB7,2019,PM10,1,Data capture rate (%):,90
RB7,2019,PM10,2,Hourly mean (ug/m3):,29
RB7,2019,PM10,3,Low days:,324
RB7,2019,PM10,4,Moderate days:,1
RB7,2019,PM10,5,High days:,0
RB7,2019,PM10,6,Very High days:,0
RB7,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),16
RB7,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),2
RB7,2019,PM10,7,Annual data capture rate (%):,90
RB7,2019,PM25,0,PM2.5 Particulates,-999
RB7,2019,PM25,1,Data capture rate (%):,39
RB7,2019,PM25,2,Hourly mean (ug/m3):,24.6
RB7,2019,PM25,3,Low days:,136
RB7,2019,PM25,4,Moderate days:,0
RB7,2019,PM25,5,High days:,0
RB7,2019,PM25,6,Very High days:,0
RB7,2019,PM25,7,Mean: (AQS Objective < 25ug/m3),11
RB7,2020,NO2,0,Nitrogen Dioxide,-999
RB7,2020,NO2,1,Data capture rate (%):,96
RB7,2020,NO2,2,Hourly max (ug/m3):,151.5
RB7,2020,NO2,3,Low days:,349
RB7,2020,NO2,4,Moderate days:,0
RB7,2020,NO2,5,High days:,0
RB7,2020,NO2,6,Very High days:,0
RB7,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),21
RB7,2020,NO2,7,Annual data capture rate (%):,96
RB7,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RB7,2020,O3,0,Ozone,-999
RB7,2020,O3,1,Data capture rate (%):,98
RB7,2020,O3,2,Rolling 8hr max (ug/m3):,162.5
RB7,2020,O3,3,Low days:,344
RB7,2020,O3,4,Moderate days:,14
RB7,2020,O3,5,High days:,0
RB7,2020,O3,6,Very High days:,0
RB7,2020,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),14
RB7,2020,O3,7,Annual data capture rate (%):,99
RB7,2020,PM10,0,PM10 Particulates,-999
RB7,2020,PM10,1,Data capture rate (%):,82
RB7,2020,PM10,2,Hourly mean (ug/m3):,27.1
RB7,2020,PM10,3,Low days:,298
RB7,2020,PM10,4,Moderate days:,0
RB7,2020,PM10,5,High days:,0
RB7,2020,PM10,6,Very High days:,0
RB7,2020,PM10,7,Mean: (AQS Objective < 40ug/m3),15
RB7,2020,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
RB7,2020,PM10,7,Annual data capture rate (%):,83
RB7,2020,PM25,0,PM2.5 Particulates,-999
RB7,2020,PM25,1,Data capture rate (%):,86
RB7,2020,PM25,2,Hourly mean (ug/m3):,20.5
RB7,2020,PM25,3,Low days:,305
RB7,2020,PM25,4,Moderate days:,4
RB7,2020,PM25,5,High days:,0
RB7,2020,PM25,6,Very High days:,0
RB7,2020,PM25,7,Mean: (AQS Objective < 25ug/m3),11
RB7,2021,NO2,0,Nitrogen Dioxide,-999
RB7,2021,NO2,1,Data capture rate (%):,98
RB7,2021,NO2,2,Hourly max (ug/m3):,172.5
RB7,2021,NO2,3,Low days:,356
RB7,2021,NO2,4,Moderate days:,0
RB7,2021,NO2,5,High days:,0
RB7,2021,NO2,6,Very High days:,0
RB7,2021,NO2,7,Mean: (AQS Objective < 40ug/m3),25
RB7,2021,NO2,7,Annual data capture rate (%):,98
RB7,2021,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RB7,2021,O3,0,Ozone,-999
RB7,2021,O3,1,Data capture rate (%):,61
RB7,2021,O3,2,Rolling 8hr max (ug/m3):,161.4
RB7,2021,O3,3,Low days:,201
RB7,2021,O3,4,Moderate days:,3
RB7,2021,O3,5,High days:,0
RB7,2021,O3,6,Very High days:,0
RB7,2021,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),3
RB7,2021,O3,7,Annual data capture rate (%):,61
RB7,2021,PM10,0,PM10 Particulates,-999
RB7,2021,PM10,1,Data capture rate (%):,59
RB7,2021,PM10,2,Hourly mean (ug/m3):,25.8
RB7,2021,PM10,3,Low days:,212
RB7,2021,PM10,4,Moderate days:,0
RB7,2021,PM10,5,High days:,0
RB7,2021,PM10,6,Very High days:,0
RB7,2021,PM10,7,Mean: (AQS Objective < 40ug/m3),14
RB7,2021,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
RB7,2021,PM10,7,Annual data capture rate (%):,59
RB7,2021,PM25,0,PM2.5 Particulates,-999
RB7,2021,PM25,1,Data capture rate (%):,77
RB7,2021,PM25,2,Hourly mean (ug/m3):,20.2
RB7,2021,PM25,3,Low days:,266
RB7,2021,PM25,4,Moderate days:,2
RB7,2021,PM25,5,High days:,0
RB7,2021,PM25,6,Very High days:,0
RB7,2021,PM25,7,Mean: (AQS Objective < 25ug/m3),10
RB7,2022,NO2,0,Nitrogen Dioxide,-999
RB7,2022,NO2,1,Data capture rate (%):,47
RB7,2022,NO2,2,Hourly max (ug/m3):,234.2
RB7,2022,NO2,3,Low days:,171
RB7,2022,NO2,4,Moderate days:,1
RB7,2022,NO2,5,High days:,0
RB7,2022,NO2,6,Very High days:,0
RB7,2022,NO2,7,Mean: (AQS Objective < 40ug/m3),28
RB7,2022,NO2,7,Annual data capture rate (%):,47
RB7,2022,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),1
RB7,2022,O3,0,Ozone,-999
RB7,2022,O3,1,Data capture rate (%):,91
RB7,2022,O3,2,Rolling 8hr max (ug/m3):,160.6
RB7,2022,O3,3,Low days:,308
RB7,2022,O3,4,Moderate days:,17
RB7,2022,O3,5,High days:,0
RB7,2022,O3,6,Very High days:,0
RB7,2022,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),19
RB7,2022,O3,7,Annual data capture rate (%):,91
RB7,2022,PM10,0,PM10 Particulates,-999
RB7,2022,PM10,1,Data capture rate (%):,84
RB7,2022,PM10,2,Hourly mean (ug/m3):,25.4
RB7,2022,PM10,3,Low days:,304
RB7,2022,PM10,4,Moderate days:,0
RB7,2022,PM10,5,High days:,0
RB7,2022,PM10,6,Very High days:,0
RB7,2022,PM10,7,Mean: (AQS Objective < 40ug/m3),15
RB7,2022,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
RB7,2022,PM10,7,Annual data capture rate (%):,84
RB7,2022,PM25,0,PM2.5 Particulates,-999
RB7,2022,PM25,1,Data capture rate (%):,85
RB7,2022,PM25,2,Hourly mean (ug/m3):,16.6
RB7,2022,PM25,3,Low days:,306
RB7,2022,PM25,4,Moderate days:,1
RB7,2022,PM25,5,High days:,0
RB7,2022,PM25,6,Very High days:,0
RB7,2022,PM25,7,Mean: (AQS Objective < 25ug/m3),9
RB7,2023,NO2,0,Nitrogen Dioxide,-999
RB7,2023,NO2,1,Data capture rate (%):,67
RB7,2023,NO2,2,Hourly max (ug/m3):,110.9
RB7,2023,NO2,3,Low days:,242
RB7,2023,NO2,4,Moderate days:,0
RB7,2023,NO2,5,High days:,0
RB7,2023,NO2,6,Very High days:,0
RB7,2023,NO2,7,Mean: (AQS Objective < 40ug/m3),20
RB7,2023,NO2,7,Annual data capture rate (%):,67
RB7,2023,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RB7,2023,O3,0,Ozone,-999
RB7,2023,O3,1,Data capture rate (%):,87
RB7,2023,O3,2,Rolling 8hr max (ug/m3):,170.7
RB7,2023,O3,3,Low days:,298
RB7,2023,O3,4,Moderate days:,12
RB7,2023,O3,5,High days:,0
RB7,2023,O3,6,Very High days:,0
RB7,2023,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),12
RB7,2023,O3,7,Annual data capture rate (%):,87
RB7,2023,PM10,0,PM10 Particulates,-999
RB7,2023,PM10,1,Data capture rate (%):,75
RB7,2023,PM10,2,Hourly mean (ug/m3):,24
RB7,2023,PM10,3,Low days:,273
RB7,2023,PM10,4,Moderate days:,0
RB7,2023,PM10,5,High days:,0
RB7,2023,PM10,6,Very High days:,0
RB7,2023,PM10,7,Mean: (AQS Objective < 40ug/m3),13
RB7,2023,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
RB7,2023,PM10,7,Annual data capture rate (%):,75
RB7,2023,PM25,0,PM2.5 Particulates,-999
RB7,2023,PM25,1,Data capture rate (%):,84
RB7,2023,PM25,2,Hourly mean (ug/m3):,14.5
RB7,2023,PM25,3,Low days:,313
RB7,2023,PM25,4,Moderate days:,0
RB7,2023,PM25,5,High days:,0
RB7,2023,PM25,6,Very High days:,0
RB7,2023,PM25,7,Mean: (AQS Objective < 25ug/m3),7
RB7,2024,NO2,0,Nitrogen Dioxide,-999
RB7,2024,NO2,1,Data capture rate (%):,25
RB7,2024,NO2,2,Hourly max (ug/m3):,84.9
RB7,2024,NO2,3,Low days:,91
RB7,2024,NO2,4,Moderate days:,0
RB7,2024,NO2,5,High days:,0
RB7,2024,NO2,6,Very High days:,0
RB7,2024,NO2,7,Mean: (AQS Objective < 40ug/m3),19
RB7,2024,NO2,7,Annual data capture rate (%):,25
RB7,2024,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RB7,2024,O3,0,Ozone,-999
RB7,2024,O3,1,Data capture rate (%):,25
RB7,2024,O3,2,Rolling 8hr max (ug/m3):,91.9
RB7,2024,O3,3,Low days:,87
RB7,2024,O3,4,Moderate days:,0
RB7,2024,O3,5,High days:,0
RB7,2024,O3,6,Very High days:,0
RB7,2024,O3,7,Days where maximum rolling 8hr mean >100ug/m3: (AQS Objective <= 10),0
RB7,2024,O3,7,Annual data capture rate (%):,25
RB7,2024,PM10,0,PM10 Particulates,-999
RB7,2024,PM10,1,Data capture rate (%):,25
RB7,2024,PM10,2,Hourly mean (ug/m3):,22.8
RB7,2024,PM10,3,Low days:,90
RB7,2024,PM10,4,Moderate days:,0
RB7,2024,PM10,5,High days:,0
RB7,2024,PM10,6,Very High days:,0
RB7,2024,PM10,7,Mean: (AQS Objective < 40ug/m3),13
RB7,2024,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),0
RB7,2024,PM10,7,Annual data capture rate (%):,25
RB7,2024,PM25,0,PM2.5 Particulates,-999
RB7,2024,PM25,1,Data capture rate (%):,22
RB7,2024,PM25,2,Hourly mean (ug/m3):,15.8
RB7,2024,PM25,3,Low days:,83
RB7,2024,PM25,4,Moderate days:,0
RB7,2024,PM25,5,High days:,0
RB7,2024,PM25,6,Very High days:,0
RB7,2024,PM25,7,Mean: (AQS Objective < 25ug/m3),7
RHG,2016,NO2,0,Nitrogen Dioxide,-999
RHG,2016,NO2,1,Data capture rate (%):,55
RHG,2016,NO2,2,Hourly max (ug/m3):,203.9
RHG,2016,NO2,3,Low days:,199
RHG,2016,NO2,4,Moderate days:,1
RHG,2016,NO2,5,High days:,0
RHG,2016,NO2,6,Very High days:,0
RHG,2016,NO2,7,Mean: (AQS Objective < 40ug/m3),42
RHG,2016,NO2,7,Annual data capture rate (%):,55
RHG,2016,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),1
RHG,2016,PM10,0,PM10 Particulates,-999
RHG,2016,PM10,1,Data capture rate (%):,60
RHG,2016,PM10,2,Hourly mean (ug/m3):,32.6
RHG,2016,PM10,3,Low days:,212
RHG,2016,PM10,4,Moderate days:,4
RHG,2016,PM10,5,High days:,1
RHG,2016,PM10,6,Very High days:,0
RHG,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),20
RHG,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),5
RHG,2016,PM10,7,Annual data capture rate (%):,60
RHG,2017,NO2,0,Nitrogen Dioxide,-999
RHG,2017,NO2,1,Data capture rate (%):,84
RHG,2017,NO2,2,Hourly max (ug/m3):,177.2
RHG,2017,NO2,3,Low days:,306
RHG,2017,NO2,4,Moderate days:,0
RHG,2017,NO2,5,High days:,0
RHG,2017,NO2,6,Very High days:,0
RHG,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),37
RHG,2017,NO2,7,Annual data capture rate (%):,84
RHG,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RHG,2017,PM10,0,PM10 Particulates,-999
RHG,2017,PM10,1,Data capture rate (%):,83
RHG,2017,PM10,2,Hourly mean (ug/m3):,37.3
RHG,2017,PM10,3,Low days:,296
RHG,2017,PM10,4,Moderate days:,5
RHG,2017,PM10,5,High days:,1
RHG,2017,PM10,6,Very High days:,0
RHG,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),21
RHG,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),6
RHG,2017,PM10,7,Annual data capture rate (%):,83
RHG,2018,NO2,0,Nitrogen Dioxide,-999
RHG,2018,NO2,1,Data capture rate (%):,94
RHG,2018,NO2,2,Hourly max (ug/m3):,128.5
RHG,2018,NO2,3,Low days:,339
RHG,2018,NO2,4,Moderate days:,0
RHG,2018,NO2,5,High days:,0
RHG,2018,NO2,6,Very High days:,0
RHG,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),34
RHG,2018,NO2,7,Annual data capture rate (%):,94
RHG,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RHG,2018,PM10,0,PM10 Particulates,-999
RHG,2018,PM10,1,Data capture rate (%):,94
RHG,2018,PM10,2,Hourly mean (ug/m3):,40.6
RHG,2018,PM10,3,Low days:,339
RHG,2018,PM10,4,Moderate days:,1
RHG,2018,PM10,5,High days:,0
RHG,2018,PM10,6,Very High days:,0
RHG,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),21
RHG,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
RHG,2018,PM10,7,Annual data capture rate (%):,94
RHG,2019,NO2,0,Nitrogen Dioxide,-999
RHG,2019,NO2,1,Data capture rate (%):,97
RHG,2019,NO2,2,Hourly max (ug/m3):,145.8
RHG,2019,NO2,3,Low days:,348
RHG,2019,NO2,4,Moderate days:,0
RHG,2019,NO2,5,High days:,0
RHG,2019,NO2,6,Very High days:,0
RHG,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),36
RHG,2019,NO2,7,Annual data capture rate (%):,97
RHG,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RHG,2019,PM10,0,PM10 Particulates,-999
RHG,2019,PM10,1,Data capture rate (%):,96
RHG,2019,PM10,2,Hourly mean (ug/m3):,37.7
RHG,2019,PM10,3,Low days:,343
RHG,2019,PM10,4,Moderate days:,8
RHG,2019,PM10,5,High days:,0
RHG,2019,PM10,6,Very High days:,0
RHG,2019,PM10,7,Mean: (AQS Objective < 40ug/m3),20
RHG,2019,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),8
RHG,2019,PM10,7,Annual data capture rate (%):,96
RHG,2020,NO2,0,Nitrogen Dioxide,-999
RHG,2020,NO2,1,Data capture rate (%):,47
RHG,2020,NO2,2,Hourly max (ug/m3):,111.7
RHG,2020,NO2,3,Low days:,170
RHG,2020,NO2,4,Moderate days:,0
RHG,2020,NO2,5,High days:,0
RHG,2020,NO2,6,Very High days:,0
RHG,2020,NO2,7,Mean: (AQS Objective < 40ug/m3),23
RHG,2020,NO2,7,Annual data capture rate (%):,47
RHG,2020,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RHG,2020,PM10,0,PM10 Particulates,-999
RHG,2020,PM10,1,Data capture rate (%):,46
RHG,2020,PM10,2,Hourly mean (ug/m3):,33.4
RHG,2020,PM10,3,Low days:,163
RHG,2020,PM10,4,Moderate days:,1
RHG,2020,PM10,5,High days:,0
RHG,2020,PM10,6,Very High days:,0
RHG,2020,PM10,7,Mean: (AQS Objective < 40ug/m3),20
RHG,2020,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
RHG,2020,PM10,7,Annual data capture rate (%):,46
RI1,2014,NO2,0,Nitrogen Dioxide,-999
RI1,2014,NO2,1,Data capture rate (%):,91
RI1,2014,NO2,2,Hourly max (ug/m3):,166.1
RI1,2014,NO2,3,Low days:,331
RI1,2014,NO2,4,Moderate days:,0
RI1,2014,NO2,5,High days:,0
RI1,2014,NO2,6,Very High days:,0
RI1,2014,NO2,7,Mean: (AQS Objective < 40ug/m3),37
RI1,2014,NO2,7,Annual data capture rate (%):,91
RI1,2014,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RI1,2014,PM10,0,PM10 Particulates,-999
RI1,2014,PM10,1,Data capture rate (%):,91
RI1,2014,PM10,2,Hourly mean (ug/m3):,31.8
RI1,2014,PM10,3,Low days:,328
RI1,2014,PM10,4,Moderate days:,4
RI1,2014,PM10,5,High days:,0
RI1,2014,PM10,6,Very High days:,0
RI1,2014,PM10,7,Mean: (AQS Objective < 40ug/m3),19
RI1,2014,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),5
RI1,2014,PM10,7,Annual data capture rate (%):,91
RI1,2015,NO2,0,Nitrogen Dioxide,-999
RI1,2015,NO2,1,Data capture rate (%):,99
RI1,2015,NO2,2,Hourly max (ug/m3):,123.1
RI1,2015,NO2,3,Low days:,363
RI1,2015,NO2,4,Moderate days:,0
RI1,2015,NO2,5,High days:,0
RI1,2015,NO2,6,Very High days:,0
RI1,2015,NO2,7,Mean: (AQS Objective < 40ug/m3),34
RI1,2015,NO2,7,Annual data capture rate (%):,99
RI1,2015,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RI1,2015,PM10,0,PM10 Particulates,-999
RI1,2015,PM10,1,Data capture rate (%):,99
RI1,2015,PM10,2,Hourly mean (ug/m3):,34.1
RI1,2015,PM10,3,Low days:,361
RI1,2015,PM10,4,Moderate days:,1
RI1,2015,PM10,5,High days:,0
RI1,2015,PM10,6,Very High days:,0
RI1,2015,PM10,7,Mean: (AQS Objective < 40ug/m3),17
RI1,2015,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
RI1,2015,PM10,7,Annual data capture rate (%):,99
RI1,2016,NO2,0,Nitrogen Dioxide,-999
RI1,2016,NO2,1,Data capture rate (%):,97
RI1,2016,NO2,2,Hourly max (ug/m3):,185.6
RI1,2016,NO2,3,Low days:,356
RI1,2016,NO2,4,Moderate days:,0
RI1,2016,NO2,5,High days:,0
RI1,2016,NO2,6,Very High days:,0
RI1,2016,NO2,7,Mean: (AQS Objective < 40ug/m3),36
RI1,2016,NO2,7,Annual data capture rate (%):,98
RI1,2016,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RI1,2016,PM10,0,PM10 Particulates,-999
RI1,2016,PM10,1,Data capture rate (%):,98
RI1,2016,PM10,2,Hourly mean (ug/m3):,31.8
RI1,2016,PM10,3,Low days:,350
RI1,2016,PM10,4,Moderate days:,7
RI1,2016,PM10,5,High days:,0
RI1,2016,PM10,6,Very High days:,0
RI1,2016,PM10,7,Mean: (AQS Objective < 40ug/m3),19
RI1,2016,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),7
RI1,2016,PM10,7,Annual data capture rate (%):,98
RI1,2017,NO2,0,Nitrogen Dioxide,-999
RI1,2017,NO2,1,Data capture rate (%):,99
RI1,2017,NO2,2,Hourly max (ug/m3):,165.4
RI1,2017,NO2,3,Low days:,361
RI1,2017,NO2,4,Moderate days:,0
RI1,2017,NO2,5,High days:,0
RI1,2017,NO2,6,Very High days:,0
RI1,2017,NO2,7,Mean: (AQS Objective < 40ug/m3),31
RI1,2017,NO2,7,Annual data capture rate (%):,99
RI1,2017,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RI1,2017,PM10,0,PM10 Particulates,-999
RI1,2017,PM10,1,Data capture rate (%):,99
RI1,2017,PM10,2,Hourly mean (ug/m3):,29
RI1,2017,PM10,3,Low days:,357
RI1,2017,PM10,4,Moderate days:,3
RI1,2017,PM10,5,High days:,1
RI1,2017,PM10,6,Very High days:,0
RI1,2017,PM10,7,Mean: (AQS Objective < 40ug/m3),18
RI1,2017,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),4
RI1,2017,PM10,7,Annual data capture rate (%):,99
RI1,2018,NO2,0,Nitrogen Dioxide,-999
RI1,2018,NO2,1,Data capture rate (%):,99
RI1,2018,NO2,2,Hourly max (ug/m3):,108.7
RI1,2018,NO2,3,Low days:,360
RI1,2018,NO2,4,Moderate days:,0
RI1,2018,NO2,5,High days:,0
RI1,2018,NO2,6,Very High days:,0
RI1,2018,NO2,7,Mean: (AQS Objective < 40ug/m3),31
RI1,2018,NO2,7,Annual data capture rate (%):,99
RI1,2018,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RI1,2018,PM10,0,PM10 Particulates,-999
RI1,2018,PM10,1,Data capture rate (%):,99
RI1,2018,PM10,2,Hourly mean (ug/m3):,28.3
RI1,2018,PM10,3,Low days:,361
RI1,2018,PM10,4,Moderate days:,1
RI1,2018,PM10,5,High days:,0
RI1,2018,PM10,6,Very High days:,0
RI1,2018,PM10,7,Mean: (AQS Objective < 40ug/m3),17
RI1,2018,PM10,7,Days where daily mean >50ug/m3: (AQS Objective <= 35),1
RI1,2018,PM10,7,Annual data capture rate (%):,99
RI1,2019,NO2,0,Nitrogen Dioxide,-999
RI1,2019,NO2,1,Data capture rate (%):,99
RI1,2019,NO2,2,Hourly max (ug/m3):,121.1
RI1,2019,NO2,3,Low days:,360
RI1,2019,NO2,4,Moderate days:,0
RI1,2019,NO2,5,High days:,0
RI1,2019,NO2,6,Very High days:,0
RI1,2019,NO2,7,Mean: (AQS Objective < 40ug/m3),27
RI1,2019,NO2,7,Annual data capture rate (%):,99
RI1,2019,NO2,7,Occurences of hourly mean >200ug/m3: (AQS Objective <= 18),0
RI1,2019,PM10,0,PM10 Particulates,-999
RI1,2019,PM10,1,Data capture rate (%):,90
RI1,2019,PM10,2,Hourly mean (ug/m3):,28.2
